Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,EmployeeID
Bachelors,2013,New Delhi,1,27,Female,No,5,0,259
Bachelors,2013,Bangalore,3,28,Female,No,1,0,1634
Bachelors,2017,Pune,3,31,Female,No,0,1,3890
Bachelors,2014,Bangalore,3,37,Male,No,4,0,3145
Bachelors,2012,Pune,3,28,Male,No,2,0,322
Bachelors,2016,Pune,3,40,Male,No,5,0,3767
Bachelors,2015,Pune,2,23,Female,Yes,1,1,4273
Bachelors,2015,Pune,3,25,Female,No,3,1,983
Bachelors,2012,Bangalore,3,27,Male,No,5,0,2462
Masters,2017,Pune,2,26,Male,No,4,0,357
Bachelors,2017,Bangalore,3,24,Male,No,2,0,1460
PHD,2012,Bangalore,1,38,Male,No,5,0,4329
Bachelors,2015,Pune,3,24,Male,Yes,2,0,1448
Bachelors,2013,Bangalore,3,40,Male,No,4,0,3398
Bachelors,2012,Bangalore,3,26,Male,Yes,4,0,1937
Bachelors,2015,Pune,3,32,Female,No,0,1,3852
Masters,2014,Pune,2,33,Female,No,5,0,3230
Bachelors,2017,Bangalore,3,24,Male,No,2,0,1920
Bachelors,2015,Pune,3,30,Female,No,0,1,2592
Bachelors,2014,Pune,1,36,Female,No,1,1,3577
Bachelors,2014,Bangalore,3,28,Female,Yes,1,0,2321
Masters,2017,Pune,2,24,Male,No,2,1,704
Masters,2016,New Delhi,3,30,Male,No,2,0,2783
Masters,2017,New Delhi,2,40,Male,No,2,0,3512
Masters,2018,New Delhi,3,29,Male,No,2,1,4094
Masters,2017,Bangalore,3,40,Male,No,4,1,3465
Bachelors,2014,Bangalore,3,29,Male,No,1,0,2039
Bachelors,2014,New Delhi,3,28,Female,No,1,0,860
Bachelors,2015,Pune,3,28,Female,No,3,1,2654
Bachelors,2016,Bangalore,3,29,Male,No,2,0,2372
Bachelors,2012,Bangalore,3,27,Male,No,5,1,4423
Bachelors,2017,New Delhi,3,24,Male,No,2,0,608
Bachelors,2015,New Delhi,3,28,Female,No,4,0,2534
Bachelors,2012,Bangalore,1,27,Male,No,5,1,1409
Bachelors,2017,New Delhi,2,27,Male,No,5,0,2848
Masters,2013,New Delhi,3,25,Female,No,3,0,540
Bachelors,2014,Bangalore,3,25,Male,No,3,0,903
Bachelors,2013,Bangalore,3,25,Male,No,3,0,1085
Bachelors,2015,New Delhi,3,38,Female,No,0,0,3260
Bachelors,2012,Bangalore,3,26,Male,No,4,0,569
Bachelors,2012,Pune,3,25,Female,No,3,1,4631
Bachelors,2017,Bangalore,2,37,Male,No,2,1,3365
Bachelors,2014,New Delhi,3,34,Female,No,5,0,4182
Bachelors,2012,Pune,3,24,Male,No,2,1,1284
Bachelors,2015,Pune,2,26,Female,No,4,1,2474
Masters,2018,New Delhi,3,27,Female,No,5,1,2357
Bachelors,2017,Bangalore,3,26,Male,No,4,0,450
Bachelors,2016,Pune,3,24,Male,No,2,0,492
Bachelors,2016,Bangalore,3,41,Male,No,4,0,3356
Bachelors,2015,Pune,2,22,Female,No,0,1,4545
Bachelors,2013,Bangalore,3,24,Male,No,2,0,4482
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,2570
Bachelors,2012,Bangalore,3,28,Female,No,1,1,1964
Bachelors,2012,Bangalore,3,28,Male,No,2,0,2186
Bachelors,2015,Pune,3,35,Female,No,1,1,3453
Bachelors,2017,New Delhi,2,24,Male,No,2,0,403
Bachelors,2016,Bangalore,3,28,Female,No,1,0,2612
Bachelors,2016,Bangalore,3,27,Female,No,5,0,1892
PHD,2015,New Delhi,3,31,Male,No,3,0,4280
Bachelors,2015,Bangalore,3,35,Male,Yes,2,0,3718
Masters,2015,Bangalore,3,28,Male,No,1,1,1361
Bachelors,2017,Bangalore,3,38,Male,No,3,0,4625
Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,2019
Bachelors,2015,Bangalore,3,36,Male,Yes,4,0,3448
Bachelors,2014,Bangalore,3,27,Male,No,5,0,2860
Bachelors,2016,New Delhi,3,27,Female,No,5,0,672
Bachelors,2012,Pune,3,26,Male,No,4,0,2954
Masters,2017,New Delhi,3,39,Female,No,5,1,3295
Bachelors,2015,Bangalore,3,31,Male,No,1,0,4008
Bachelors,2013,Pune,2,26,Female,No,4,1,1233
Bachelors,2017,Pune,3,27,Male,No,5,0,2633
Bachelors,2018,Bangalore,3,37,Male,No,4,1,2992
Bachelors,2016,Bangalore,3,25,Male,No,3,1,442
Masters,2018,New Delhi,3,33,Female,No,2,1,4515
Bachelors,2017,New Delhi,3,24,Male,No,2,0,1071
Bachelors,2017,Bangalore,3,38,Male,No,1,0,4411
Bachelors,2014,Bangalore,3,27,Male,No,5,0,2519
Bachelors,2014,Bangalore,3,24,Male,No,2,0,1961
Bachelors,2013,Pune,3,33,Male,No,5,0,4135
Masters,2017,New Delhi,2,25,Female,No,3,1,75
Masters,2014,Bangalore,3,28,Female,No,3,1,1809
Bachelors,2016,Bangalore,3,38,Male,No,4,0,4184
Masters,2017,New Delhi,3,26,Male,No,4,1,2227
Bachelors,2018,Bangalore,3,24,Female,No,2,1,336
Bachelors,2014,Bangalore,3,27,Male,No,5,0,2732
Bachelors,2017,Pune,3,31,Male,Yes,0,0,3200
Bachelors,2013,Bangalore,3,27,Male,No,5,0,1186
Masters,2018,New Delhi,3,25,Male,No,3,1,532
Bachelors,2017,New Delhi,1,25,Female,No,3,0,736
Bachelors,2013,Pune,3,26,Male,Yes,4,0,993
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,233
Bachelors,2016,Bangalore,3,34,Female,No,2,1,8
Bachelors,2015,Bangalore,2,25,Female,No,3,1,1075
Bachelors,2015,Bangalore,3,38,Male,Yes,2,0,3242
Bachelors,2016,New Delhi,3,24,Female,No,2,0,516
Bachelors,2012,Pune,3,31,Male,No,3,0,3677
Masters,2018,New Delhi,3,33,Female,No,2,1,4515
Masters,2017,Bangalore,2,27,Male,No,5,0,1938
Bachelors,2016,Pune,3,28,Female,No,4,1,1717
Bachelors,2014,Pune,3,28,Female,No,2,1,1699
Bachelors,2015,Bangalore,3,38,Male,No,1,0,4251
Bachelors,2013,Bangalore,3,30,Female,No,5,0,4048
Bachelors,2014,Bangalore,3,24,Male,No,2,0,1144
Bachelors,2017,Bangalore,3,30,Male,No,1,0,2172
Bachelors,2018,Pune,2,28,Female,No,5,1,1564
Bachelors,2015,Pune,2,26,Female,No,4,1,875
Bachelors,2016,Pune,1,32,Male,No,2,0,4333
Bachelors,2014,Pune,3,27,Male,No,5,0,4050
Bachelors,2014,New Delhi,3,27,Male,No,5,0,2774
Bachelors,2016,New Delhi,3,28,Male,No,1,0,820
Bachelors,2015,Pune,2,29,Female,No,2,1,2382
Bachelors,2015,Bangalore,3,39,Male,No,1,0,3906
Masters,2012,Pune,3,26,Male,No,4,1,1688
Bachelors,2017,New Delhi,2,39,Male,No,2,0,3082
Bachelors,2016,Bangalore,3,34,Male,No,4,0,3504
Bachelors,2013,New Delhi,3,28,Female,No,1,0,2912
Bachelors,2014,Pune,3,37,Female,No,5,1,3373
Masters,2017,Bangalore,2,28,Male,No,2,0,1456
Bachelors,2013,Bangalore,3,25,Male,No,3,0,524
Bachelors,2012,Bangalore,3,28,Male,No,1,0,1047
Masters,2012,New Delhi,3,29,Male,No,2,0,2840
Bachelors,2012,Bangalore,3,25,Male,No,3,0,1498
Bachelors,2016,Pune,3,26,Male,No,4,0,1694
Bachelors,2013,Bangalore,3,27,Male,No,5,1,2045
Bachelors,2015,Pune,3,35,Female,No,0,1,2993
Bachelors,2017,New Delhi,2,26,Female,No,4,1,1923
Bachelors,2014,Bangalore,3,25,Male,No,3,0,202
Bachelors,2013,New Delhi,3,37,Female,No,1,0,3286
Bachelors,2013,Pune,3,26,Male,No,4,0,1774
Bachelors,2017,New Delhi,3,25,Female,No,3,0,1679
Bachelors,2018,New Delhi,3,29,Female,No,2,1,2623
Bachelors,2017,Pune,3,31,Male,No,1,0,3419
Bachelors,2018,Bangalore,3,40,Male,Yes,3,1,3782
Bachelors,2014,Bangalore,3,25,Female,No,3,0,453
Bachelors,2014,Pune,3,25,Female,No,3,1,318
Bachelors,2014,Bangalore,3,36,Female,No,3,0,3337
Bachelors,2017,New Delhi,2,37,Female,No,3,0,4572
Masters,2016,New Delhi,1,31,Female,No,5,1,3974
Bachelors,2017,New Delhi,3,36,Female,No,0,0,3997
Bachelors,2016,Bangalore,3,34,Male,Yes,1,0,3792
Masters,2018,New Delhi,3,26,Male,No,4,1,136
Bachelors,2013,New Delhi,2,25,Female,No,3,1,1149
Bachelors,2017,Pune,3,24,Male,No,2,0,902
Bachelors,2012,Bangalore,3,29,Male,No,1,1,2047
Bachelors,2014,Bangalore,3,27,Female,No,5,0,4225
Bachelors,2017,New Delhi,2,27,Male,No,5,0,601
Bachelors,2017,New Delhi,3,37,Male,No,0,0,3913
Bachelors,2017,Pune,2,27,Female,No,5,1,112
Bachelors,2013,Bangalore,3,35,Male,No,3,1,3418
Bachelors,2016,Bangalore,3,25,Male,No,3,1,442
Bachelors,2016,Bangalore,3,24,Male,No,2,1,4038
Bachelors,2012,Bangalore,3,27,Male,No,5,1,1728
Bachelors,2014,Bangalore,3,24,Male,No,2,0,514
Bachelors,2015,Pune,2,29,Female,No,2,1,2428
Bachelors,2017,New Delhi,3,25,Female,No,3,0,1906
Masters,2014,New Delhi,3,28,Male,Yes,2,1,4006
Bachelors,2016,Bangalore,3,25,Male,No,3,0,4581
Bachelors,2012,Bangalore,3,36,Female,No,4,0,4457
Bachelors,2014,Bangalore,1,28,Male,No,1,0,2476
Bachelors,2017,New Delhi,2,27,Male,No,5,0,1143
Masters,2014,Bangalore,3,35,Female,No,2,1,3207
Masters,2017,Pune,2,26,Male,No,4,0,357
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1041
Masters,2017,New Delhi,1,40,Female,No,0,0,3580
Bachelors,2017,Pune,3,26,Male,No,4,0,2008
Masters,2014,New Delhi,1,29,Male,No,1,0,2359
Masters,2018,Bangalore,3,30,Female,No,2,1,2056
Masters,2018,New Delhi,3,28,Male,No,2,1,1434
Bachelors,2017,New Delhi,2,26,Male,No,4,0,2810
Bachelors,2017,Bangalore,3,27,Male,No,5,0,1640
Bachelors,2014,Bangalore,3,27,Male,No,5,0,2805
Masters,2017,New Delhi,2,35,Male,No,2,0,3655
Bachelors,2015,Pune,2,27,Female,Yes,5,1,2705
Masters,2017,Pune,2,27,Male,No,5,0,2743
Bachelors,2012,Bangalore,3,28,Female,No,1,0,2402
Masters,2017,New Delhi,3,29,Female,Yes,2,0,2622
Bachelors,2017,New Delhi,2,28,Male,No,3,0,648
Masters,2017,New Delhi,3,25,Female,No,3,1,1105
Bachelors,2017,Bangalore,3,31,Male,Yes,2,0,3869
Bachelors,2015,New Delhi,3,40,Male,No,2,0,3189
Bachelors,2015,Pune,3,29,Male,No,0,0,2929
Masters,2018,New Delhi,3,23,Female,No,1,1,4061
Bachelors,2013,Bangalore,3,27,Female,Yes,5,0,2930
Bachelors,2015,Bangalore,3,25,Male,No,3,0,178
Bachelors,2014,Bangalore,3,32,Male,No,3,0,3593
Bachelors,2014,Bangalore,3,29,Female,No,2,0,2960
Masters,2015,Bangalore,3,28,Male,No,0,1,2559
Bachelors,2015,Pune,2,26,Female,No,4,1,4390
Masters,2017,New Delhi,2,27,Female,No,5,0,4059
Bachelors,2015,Bangalore,1,24,Female,No,2,0,1713
Masters,2017,New Delhi,3,29,Male,No,2,0,2891
Bachelors,2013,Bangalore,3,35,Female,No,4,0,4510
Bachelors,2018,Bangalore,3,30,Male,No,0,1,91
Bachelors,2014,Bangalore,3,27,Male,No,5,0,4216
Bachelors,2017,Bangalore,3,28,Male,No,2,0,354
Bachelors,2014,Bangalore,3,25,Female,No,3,0,848
Bachelors,2018,Bangalore,3,26,Male,No,4,1,905
Bachelors,2015,Pune,2,22,Female,No,0,1,4545
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,1407
Bachelors,2017,New Delhi,2,28,Male,No,0,0,1675
Bachelors,2015,Bangalore,3,30,Male,No,0,0,2535
Bachelors,2013,Bangalore,1,28,Female,No,1,0,2347
Bachelors,2013,Bangalore,3,27,Male,No,5,0,387
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1606
Bachelors,2017,Pune,2,29,Male,No,1,0,2358
Masters,2017,New Delhi,3,24,Male,No,2,0,525
Masters,2017,New Delhi,2,35,Male,No,2,0,4065
Bachelors,2017,Bangalore,3,26,Female,No,4,0,705
Bachelors,2016,Bangalore,3,39,Female,No,1,0,3093
Bachelors,2015,New Delhi,3,26,Female,No,4,0,2264
Masters,2018,New Delhi,3,33,Female,No,2,1,4515
Bachelors,2013,Bangalore,3,37,Male,No,5,0,4166
Bachelors,2014,Bangalore,3,39,Male,No,0,0,4494
Bachelors,2015,Pune,2,27,Female,No,5,1,1472
Bachelors,2017,Bangalore,3,32,Male,No,2,0,3385
Bachelors,2013,Pune,2,25,Male,No,3,1,1759
Masters,2016,New Delhi,3,25,Male,No,3,1,1285
Bachelors,2012,Bangalore,3,41,Male,Yes,0,0,3475
Bachelors,2015,Pune,2,39,Female,No,4,1,3089
Bachelors,2018,Bangalore,3,26,Male,No,4,1,290
Bachelors,2016,Bangalore,3,34,Male,Yes,4,0,3063
Bachelors,2014,Pune,3,25,Female,No,3,1,318
Bachelors,2017,Pune,3,41,Male,No,3,0,3642
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,421
Bachelors,2017,Pune,3,25,Female,No,3,1,1389
Bachelors,2015,Bangalore,3,31,Male,No,5,0,3591
Bachelors,2017,Bangalore,3,26,Female,No,4,0,1309
Bachelors,2016,Bangalore,3,28,Male,No,2,0,1299
Bachelors,2015,Pune,3,25,Female,No,3,1,983
Bachelors,2013,Bangalore,3,28,Male,No,1,0,1045
Bachelors,2017,Bangalore,3,24,Female,No,2,0,883
Bachelors,2017,New Delhi,3,38,Female,No,4,0,3664
Bachelors,2014,Bangalore,3,32,Male,No,3,0,3593
Bachelors,2017,New Delhi,2,28,Female,No,1,0,398
Masters,2017,New Delhi,3,28,Male,No,2,0,1108
Bachelors,2017,New Delhi,3,35,Female,No,5,0,3548
Bachelors,2015,Bangalore,3,27,Female,No,5,0,4196
Masters,2016,Bangalore,3,27,Male,No,5,1,4
Bachelors,2015,New Delhi,3,28,Female,No,2,0,1232
Bachelors,2012,Bangalore,3,23,Male,Yes,1,0,4376
Bachelors,2014,Bangalore,3,37,Male,No,5,0,3902
Bachelors,2015,New Delhi,3,33,Female,No,5,1,4233
Bachelors,2017,Pune,3,26,Male,Yes,4,0,2961
Bachelors,2013,Bangalore,3,26,Female,No,4,0,1119
Bachelors,2013,Bangalore,3,27,Female,No,5,0,2150
Bachelors,2017,New Delhi,3,25,Female,Yes,3,0,1703
Masters,2017,New Delhi,3,25,Male,No,3,1,953
PHD,2013,Bangalore,3,35,Male,No,3,1,4107
Bachelors,2017,Bangalore,3,39,Female,No,3,0,3466
Bachelors,2014,Bangalore,3,26,Male,No,4,0,1401
Masters,2017,New Delhi,2,23,Male,No,1,0,42
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,2441
Bachelors,2015,Bangalore,3,27,Male,No,5,1,861
Bachelors,2012,Bangalore,3,29,Male,Yes,2,1,2558
Masters,2017,New Delhi,3,32,Male,No,2,0,3341
Bachelors,2017,New Delhi,3,26,Female,No,4,0,945
Bachelors,2014,Pune,3,24,Male,No,2,0,231
Bachelors,2012,Bangalore,3,26,Female,No,4,0,2735
Bachelors,2015,Pune,3,37,Female,No,1,1,4314
Bachelors,2012,Bangalore,3,36,Female,No,4,0,4643
Bachelors,2018,Bangalore,3,26,Female,No,4,1,2365
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,252
Bachelors,2017,New Delhi,3,26,Female,No,4,0,1101
Bachelors,2013,Pune,3,26,Male,No,4,0,1997
PHD,2013,Bangalore,1,26,Male,No,4,0,632
Bachelors,2016,Bangalore,3,28,Female,No,3,0,661
Masters,2012,Pune,3,25,Male,No,3,1,101
Bachelors,2015,Pune,3,25,Male,No,3,0,172
Bachelors,2015,Bangalore,3,37,Male,Yes,3,0,3013
Masters,2017,New Delhi,2,36,Male,Yes,2,0,3178
Bachelors,2018,Pune,3,28,Male,No,5,1,2861
Bachelors,2015,Bangalore,3,25,Female,No,3,1,694
Bachelors,2018,Bangalore,3,25,Male,No,3,1,1970
Bachelors,2017,Bangalore,3,32,Male,No,5,0,3486
Bachelors,2018,Pune,2,34,Female,No,4,1,3621
Bachelors,2017,New Delhi,3,28,Female,No,2,0,143
Masters,2017,New Delhi,2,30,Female,No,2,0,2690
Bachelors,2013,New Delhi,3,27,Female,No,5,0,1602
Bachelors,2014,Pune,3,33,Male,Yes,4,0,4168
Masters,2013,Pune,2,41,Male,No,2,1,3387
Bachelors,2017,Pune,3,27,Male,No,5,0,4487
Bachelors,2012,Bangalore,3,28,Male,No,2,0,1439
Bachelors,2018,Bangalore,1,25,Male,Yes,3,0,657
Bachelors,2012,Bangalore,3,30,Male,No,1,0,2059
PHD,2013,Bangalore,2,41,Male,No,2,1,3423
Bachelors,2015,Bangalore,1,41,Male,No,1,0,3874
Bachelors,2015,Bangalore,3,26,Male,No,4,0,192
Masters,2017,Pune,2,39,Female,No,3,0,3141
Bachelors,2017,Pune,3,27,Male,No,5,0,435
Bachelors,2018,Bangalore,3,37,Male,No,2,1,4020
Masters,2015,Pune,2,33,Female,No,4,0,3516
Masters,2014,Pune,3,26,Male,No,4,1,2632
Bachelors,2017,Bangalore,3,33,Male,No,2,0,3050
Bachelors,2012,Bangalore,3,27,Male,No,5,0,1802
Bachelors,2017,Bangalore,3,39,Female,No,3,0,3466
Bachelors,2013,New Delhi,3,27,Male,No,5,0,2294
Masters,2014,Pune,3,30,Male,No,0,1,2504
Bachelors,2013,Pune,1,26,Female,No,4,1,1532
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,630
Bachelors,2013,Bangalore,3,28,Male,No,0,0,1127
Bachelors,2013,Pune,3,34,Male,No,5,0,4502
Bachelors,2012,Bangalore,3,28,Female,No,1,0,1535
Bachelors,2014,New Delhi,3,34,Female,No,5,0,4182
Bachelors,2017,Pune,2,27,Female,No,5,1,112
Bachelors,2013,Bangalore,3,26,Female,No,4,0,2968
Bachelors,2018,Bangalore,3,23,Male,No,1,1,4113
Bachelors,2017,Bangalore,3,28,Male,No,4,0,2537
Bachelors,2016,Bangalore,3,41,Male,No,1,1,3329
Bachelors,2016,Pune,2,29,Female,No,4,1,4432
Bachelors,2017,Pune,2,29,Male,No,3,0,2876
Masters,2014,New Delhi,1,25,Female,No,3,0,1775
Bachelors,2016,Bangalore,3,34,Male,Yes,4,0,3063
Bachelors,2015,Bangalore,3,26,Female,Yes,4,0,1222
Bachelors,2016,Bangalore,3,33,Female,No,4,0,4089
PHD,2013,Bangalore,3,24,Male,No,2,0,4624
Bachelors,2012,Bangalore,3,28,Female,No,2,0,865
Bachelors,2012,Bangalore,3,25,Male,No,3,0,114
Masters,2016,Bangalore,3,29,Male,No,1,0,2115
PHD,2014,Bangalore,3,38,Female,No,3,0,3288
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0,948
Bachelors,2017,New Delhi,2,35,Female,No,5,0,3476
Bachelors,2014,Bangalore,3,35,Male,No,1,0,4479
Bachelors,2014,Bangalore,3,25,Male,No,3,0,245
Bachelors,2016,Bangalore,3,26,Male,No,4,0,1227
Bachelors,2015,New Delhi,3,29,Male,No,1,0,2707
Bachelors,2018,Pune,3,28,Male,No,2,1,2275
Bachelors,2013,Bangalore,3,26,Male,No,4,0,2538
Masters,2017,Bangalore,3,41,Female,No,2,1,3009
PHD,2015,Pune,3,28,Male,No,0,0,1245
Bachelors,2013,Bangalore,3,26,Male,No,4,0,689
Bachelors,2018,Bangalore,3,38,Male,Yes,3,1,3572
Bachelors,2012,Bangalore,1,30,Female,No,2,0,2274
Masters,2014,Pune,3,27,Male,No,5,0,1352
Bachelors,2014,Bangalore,3,25,Male,No,3,0,1396
Bachelors,2013,Bangalore,3,30,Female,No,1,0,2850
Bachelors,2015,Pune,2,29,Female,No,2,1,2171
Bachelors,2013,Pune,2,30,Female,No,1,1,2785
Bachelors,2013,Pune,3,40,Female,No,2,1,3534
Bachelors,2015,Pune,2,24,Female,No,2,1,377
Bachelors,2014,Pune,2,38,Female,No,3,1,3461
Masters,2017,Bangalore,3,31,Male,No,4,0,72
Bachelors,2017,Bangalore,3,28,Male,No,1,0,326
Bachelors,2017,Bangalore,3,34,Male,No,5,0,3146
Bachelors,2014,Bangalore,3,26,Female,No,4,0,2035
Bachelors,2017,Bangalore,3,24,Female,No,2,0,1731
Bachelors,2014,Pune,2,28,Female,No,0,1,1702
Bachelors,2012,New Delhi,3,36,Female,No,4,0,4159
Bachelors,2015,New Delhi,3,25,Female,No,3,0,1856
Bachelors,2012,Bangalore,3,26,Female,No,4,0,723
Bachelors,2013,Pune,3,28,Male,No,5,0,2766
Bachelors,2017,New Delhi,3,24,Male,No,2,0,1071
Bachelors,2012,Bangalore,3,41,Male,No,3,0,3133
Bachelors,2017,New Delhi,3,26,Female,No,4,0,945
Bachelors,2018,Bangalore,3,24,Female,No,2,1,336
Masters,2018,New Delhi,3,30,Female,No,4,1,2530
Bachelors,2014,New Delhi,3,24,Female,No,2,0,1727
Bachelors,2017,New Delhi,2,41,Male,No,1,0,3427
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,699
Bachelors,2013,Pune,3,40,Female,No,5,1,3169
Bachelors,2012,Bangalore,3,31,Male,No,3,0,4345
Bachelors,2014,Bangalore,3,27,Male,No,5,0,166
Masters,2017,Bangalore,3,31,Male,No,4,0,72
Masters,2013,Pune,2,37,Male,No,2,1,4650
Bachelors,2013,Pune,3,30,Male,No,4,1,2634
Masters,2014,New Delhi,3,28,Female,No,4,0,1092
Bachelors,2013,Bangalore,3,39,Male,No,3,0,4090
Bachelors,2013,Bangalore,3,26,Male,No,4,0,1376
Bachelors,2018,Pune,2,24,Female,No,2,1,257
PHD,2017,Bangalore,3,27,Male,No,5,0,4310
Bachelors,2012,Pune,2,27,Female,No,5,1,932
Bachelors,2014,Bangalore,3,24,Male,No,2,0,1452
Bachelors,2013,Pune,3,37,Male,No,1,0,3478
Bachelors,2017,Bangalore,3,33,Male,No,3,0,3561
Bachelors,2012,Bangalore,3,40,Male,No,4,0,3628
Bachelors,2016,Bangalore,3,28,Female,No,1,0,2220
Bachelors,2016,Bangalore,3,26,Male,No,4,0,1638
Bachelors,2015,Bangalore,3,39,Male,No,2,1,3732
Bachelors,2013,Bangalore,3,40,Male,No,1,0,3324
Bachelors,2013,Bangalore,3,22,Male,No,0,1,4382
Bachelors,2017,New Delhi,2,40,Female,No,5,0,4356
Masters,2013,Bangalore,3,30,Male,No,1,1,2775
Bachelors,2014,Bangalore,1,26,Male,No,4,1,2630
Bachelors,2013,Bangalore,3,24,Male,No,2,0,1642
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,605
Masters,2017,New Delhi,3,28,Male,No,5,0,1359
PHD,2018,New Delhi,3,28,Male,No,4,1,4087
Bachelors,2014,New Delhi,3,28,Female,No,2,0,2437
PHD,2013,Bangalore,3,26,Male,No,4,0,4366
Bachelors,2014,New Delhi,3,34,Female,No,5,0,4182
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,2855
Masters,2013,New Delhi,3,41,Male,No,0,0,3049
Bachelors,2016,Bangalore,3,39,Male,No,7,0,3961
Bachelors,2016,Pune,2,37,Female,No,3,1,3797
Bachelors,2012,Bangalore,3,34,Male,No,1,0,3053
Bachelors,2016,Bangalore,3,28,Female,No,5,0,1168
Masters,2017,New Delhi,2,35,Female,No,2,0,3261
Bachelors,2016,Bangalore,3,28,Male,No,1,0,4162
Bachelors,2017,New Delhi,2,24,Male,No,2,0,1813
Bachelors,2015,Pune,2,36,Female,No,0,1,3078
Masters,2017,New Delhi,3,38,Female,No,2,1,4619
Bachelors,2017,Bangalore,3,33,Male,No,2,0,3000
Bachelors,2014,Bangalore,3,28,Male,No,4,0,1674
Bachelors,2016,Bangalore,3,26,Male,No,4,0,613
Bachelors,2016,Bangalore,3,30,Female,No,2,1,2015
Bachelors,2015,Bangalore,3,25,Female,No,3,1,694
Bachelors,2015,Bangalore,3,32,Male,No,0,0,3270
Bachelors,2017,Pune,2,33,Female,No,2,1,3327
PHD,2014,Bangalore,3,31,Male,No,1,0,3192
Bachelors,2015,Bangalore,3,36,Female,No,2,0,3935
Bachelors,2015,Pune,3,26,Male,No,4,0,850
Bachelors,2012,Pune,3,34,Male,No,0,0,4395
Bachelors,2014,Bangalore,1,26,Male,No,4,0,1293
Bachelors,2014,Bangalore,3,28,Male,No,3,1,621
Masters,2017,Pune,2,26,Female,No,4,0,240
Masters,2017,Bangalore,3,28,Male,No,2,0,1329
Bachelors,2017,Pune,2,29,Female,No,1,1,2396
Bachelors,2017,Bangalore,3,35,Male,No,1,0,3918
Bachelors,2016,Pune,2,24,Female,No,2,1,155
Bachelors,2018,Pune,3,26,Male,No,4,1,1272
Bachelors,2016,Bangalore,3,41,Male,No,4,0,3356
Bachelors,2014,Pune,3,33,Male,No,4,0,3951
Bachelors,2013,New Delhi,3,24,Female,No,2,1,474
Bachelors,2012,Pune,3,27,Male,No,5,0,901
Bachelors,2015,Pune,2,27,Female,Yes,5,1,2416
Bachelors,2015,Bangalore,3,28,Female,No,1,0,513
Bachelors,2017,New Delhi,3,27,Female,No,5,0,363
Bachelors,2016,Bangalore,3,26,Male,No,4,1,1560
Bachelors,2013,Pune,2,28,Female,No,3,1,243
Bachelors,2017,New Delhi,3,28,Male,No,2,0,105
Bachelors,2015,Bangalore,3,36,Female,No,2,0,3935
Bachelors,2012,Pune,3,27,Male,No,5,0,449
Bachelors,2013,Bangalore,3,27,Male,No,5,0,224
Bachelors,2016,Pune,2,35,Female,No,4,1,4463
Bachelors,2017,Bangalore,3,37,Male,No,3,0,3937
Bachelors,2014,Bangalore,3,28,Female,No,1,1,1969
Bachelors,2014,New Delhi,3,40,Female,No,3,1,3445
Masters,2014,Bangalore,3,35,Female,No,2,1,3207
Masters,2017,Bangalore,2,26,Male,No,4,1,1708
Masters,2017,New Delhi,2,25,Female,No,3,0,4552
Bachelors,2012,Pune,3,39,Male,No,0,0,3532
Bachelors,2014,New Delhi,3,40,Female,No,3,1,3445
Masters,2018,Bangalore,3,39,Male,No,3,1,3079
Bachelors,2017,Bangalore,3,27,Male,No,5,1,2764
Bachelors,2017,Pune,3,26,Male,No,4,0,1563
Bachelors,2012,New Delhi,3,30,Female,Yes,1,0,4324
Masters,2012,Pune,3,26,Male,No,4,1,1688
Bachelors,2014,New Delhi,3,28,Female,No,3,0,2676
Bachelors,2012,Bangalore,3,24,Male,No,2,1,158
Bachelors,2014,Bangalore,3,28,Male,No,3,1,533
Masters,2013,New Delhi,3,33,Female,No,2,0,4428
Bachelors,2016,Pune,3,34,Male,No,3,0,12
Masters,2013,New Delhi,3,28,Male,No,2,0,537
Masters,2017,Pune,2,33,Female,No,2,0,4351
Bachelors,2016,Pune,3,25,Male,No,3,0,4173
Bachelors,2013,Bangalore,3,23,Female,No,1,0,4426
Masters,2017,New Delhi,2,26,Female,No,4,1,898
PHD,2018,New Delhi,3,26,Male,No,4,1,1639
Masters,2013,New Delhi,2,26,Male,No,4,1,2769
Bachelors,2015,Pune,2,30,Female,Yes,1,1,2212
Bachelors,2013,New Delhi,3,26,Male,No,4,0,2465
Bachelors,2015,Bangalore,3,30,Male,No,0,0,2535
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,538
Bachelors,2012,Bangalore,3,24,Male,No,2,0,557
